Data_Type,Cell_Type,Experimental_Factors,Treatment,Lab,PI,Assembly,Status,GEO_Accession,DCC_Accession,Date_Unrestricted
RNA-seq,A549,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,,wgEncodeEH001740,2/9/2012
RNA-seq,A549,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM897083,wgEncodeEH001740,2/11/2012
RNA-seq,A549,Localization=cell RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM758564,wgEncodeEH000143,3/8/2012
RNA-seq,A549,Localization=cell RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758564,wgEncodeEH000143,4/16/2013
RNA-seq,A549,Localization=cell RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM767854,wgEncodeEH000184,4/13/2012
RNA-seq,A549,Localization=cell RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM767854,wgEncodeEH000184,4/16/2013
RNA-seq,A549,Localization=cytosol Protocol=CIP-TAP RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM973669,wgEncodeEH002599,11/18/2012
RNA-seq,A549,Localization=cytosol Protocol=None RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM973664,wgEncodeEH002597,12/28/2012
RNA-seq,A549,Localization=cytosol Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM973684,wgEncodeEH002461,11/29/2012
RNA-seq,A549,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM981246,wgEncodeEH002624,5/14/2012
RNA-seq,A549,Localization=nucleus Protocol=CIP-TAP RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM973661,wgEncodeEH002617,11/18/2012
RNA-seq,A549,Localization=nucleus Protocol=None RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,,wgEncodeEH002600,11/17/2012
RNA-seq,A549,Localization=nucleus Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM973685,wgEncodeEH002462,12/30/2012
RNA-seq,A549,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM981247,wgEncodeEH002625,5/14/2012
RNA-seq,A549,RnaExtract=Long PolyA+ RNA,DEX_100nM,HudsonAlpha,Myers,hg18,released,,,10/6/2010
RNA-seq,A549,RnaExtract=Long PolyA+ RNA,DEX_100nM,HudsonAlpha,Myers,hg19,released,,wgEncodeEH000313,10/21/2011
RNA-seq,A549,RnaExtract=Long PolyA+ RNA,DEX_100pM,HudsonAlpha,Myers,hg19,released,,wgEncodeEH001237,10/21/2011
RNA-seq,A549,RnaExtract=Long PolyA+ RNA,DEX_1nM,HudsonAlpha,Myers,hg19,released,GSM923433,wgEncodeEH001246,5/30/2012
RNA-seq,A549,RnaExtract=Long PolyA+ RNA,DEX_500pM,HudsonAlpha,Myers,hg19,released,GSM923432,wgEncodeEH001247,5/30/2012
RNA-seq,A549,RnaExtract=Long PolyA+ RNA,DEX_5nM,HudsonAlpha,Myers,hg19,released,GSM923435,wgEncodeEH001248,5/30/2012
RNA-seq,A549,RnaExtract=Long PolyA+ RNA,EtOH_0.02pct,HudsonAlpha,Myers,hg18,released,,,10/6/2010
RNA-seq,A549,RnaExtract=Long PolyA+ RNA,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM923425,wgEncodeEH000314,10/21/2011
RNA-seq,AG04450,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM897074,wgEncodeEH001081,10/19/2011
RNA-seq,AG04450,Localization=cell RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM758561,wgEncodeEH000144,6/29/2011
RNA-seq,AG04450,Localization=cell RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758561,wgEncodeEH000144,4/16/2013
RNA-seq,AG04450,Localization=cell RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM765396,wgEncodeEH000179,4/13/2012
RNA-seq,AG04450,Localization=cell RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM765396,wgEncodeEH000179,4/16/2013
RNA-seq,BE2_C,RnaExtract=Long PolyA+ RNA,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH001249,12/31/2011
RNA-seq,BJ,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM897077,wgEncodeEH001079,10/18/2011
RNA-seq,BJ,Localization=cell RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM758562,wgEncodeEH000145,4/13/2012
RNA-seq,BJ,Localization=cell RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758562,wgEncodeEH000145,4/16/2013
RNA-seq,BJ,Localization=cell RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM767855,wgEncodeEH000185,4/13/2012
RNA-seq,BJ,Localization=cell RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM767855,wgEncodeEH000185,4/16/2013
RNA-seq,CD20+,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,,wgEncodeEH002879,11/18/2012
RNA-seq,CD20+,Localization=cell RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM981256,wgEncodeEH002665,4/16/2013
RNA-seq,CD20+,Localization=cell RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM981254,wgEncodeEH002666,12/27/2012
RNA-seq,CD34+_Mobilized,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,,wgEncodeEH002604,11/18/2012
RNA-seq,CD34+_Mobilized,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM981257,wgEncodeEH002670,12/16/2012
RNA-seq,ECC-1,RnaExtract=Long PolyA+ RNA,BPA_100nM_4hr,HudsonAlpha,Myers,hg19,released,GSM923422,wgEncodeEH001238,10/21/2011
RNA-seq,ECC-1,RnaExtract=Long PolyA+ RNA,DMSO_4hr,HudsonAlpha,Myers,hg19,released,GSM923423,wgEncodeEH001239,5/30/2012
RNA-seq,ECC-1,RnaExtract=Long PolyA+ RNA,Estradiol_10nM_4hr,HudsonAlpha,Myers,hg19,released,GSM923427,wgEncodeEH001240,10/21/2011
RNA-seq,ECC-1,RnaExtract=Long PolyA+ RNA,Genistein_100nM_4hr,HudsonAlpha,Myers,hg19,released,,wgEncodeEH001241,10/21/2011
RNA-seq,GM12878,InsertLength=200 base pairs ReadType=2x75,none,Caltech,Wold,hg18,released,GSM591661,,12/6/2009
RNA-seq,GM12878,InsertLength=200 base pairs ReadType=2x75,none,Caltech,Wold,hg19,released,,wgEncodeEH000122,4/14/2011
RNA-seq,GM12878,InsertLength=200 base pairs ReadType=2x75 Version=V2,none,Caltech,Wold,hg19,released,GSM958728,wgEncodeEH000122,10/14/2010
RNA-seq,GM12878,InsertLength=200 base pairs ReadType=2x75 Version=V3,none,Caltech,Wold,hg19,released,GSM958728,wgEncodeEH000122,11/18/2011
RNA-seq,GM12878,InsertLength=200 base pairs ReadType=2x75 Version=V4,none,Caltech,Wold,hg19,released,GSM958728,wgEncodeEH000122,2/11/2012
RNA-seq,GM12878,InsertLength=400 base pairs ReadType=2x75,none,Caltech,Wold,hg18,released,GSM591684,,10/14/2010
RNA-seq,GM12878,InsertLength=400 base pairs ReadType=2x75,none,Caltech,Wold,hg19,released,GSM828355,wgEncodeEH000137,10/14/2010
RNA-seq,GM12878,InsertLength=400 base pairs ReadType=2x75 Version=V2,none,Caltech,Wold,hg19,released,,wgEncodeEH000137,10/14/2010
RNA-seq,GM12878,InsertLength=400 base pairs ReadType=2x75 Version=V3,none,Caltech,Wold,hg19,released,GSM958742,wgEncodeEH000137,11/17/2011
RNA-seq,GM12878,InsertLength=400 base pairs ReadType=2x75 Version=V4,none,Caltech,Wold,hg19,released,GSM958742,wgEncodeEH000137,2/11/2012
RNA-seq,GM12878,InsertLength=None ReadType=1x75D,none,Caltech,Wold,hg19,released,GSM828369,wgEncodeEH000125,10/4/2010
RNA-seq,GM12878,InsertLength=None ReadType=1x75D Version=V2,none,Caltech,Wold,hg19,released,,wgEncodeEH000125,10/4/2010
RNA-seq,GM12878,InsertLength=None ReadType=1x75D Version=V3,none,Caltech,Wold,hg19,released,GSM828369,wgEncodeEH000125,10/6/2010
RNA-seq,GM12878,InsertLength=None ReadType=1x75D Version=V4,none,Caltech,Wold,hg19,released,GSM958730,wgEncodeEH000125,2/11/2012
RNA-seq,GM12878,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM605625,wgEncodeEH000212,10/18/2011
RNA-seq,GM12878,Localization=cell RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM758559,wgEncodeEH000146,1/20/2012
RNA-seq,GM12878,Localization=cell RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758559,wgEncodeEH000146,4/16/2013
RNA-seq,GM12878,Localization=cell RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM758572,wgEncodeEH000148,10/11/2011
RNA-seq,GM12878,Localization=cell RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758572,wgEncodeEH000148,4/16/2013
RNA-seq,GM12878,Localization=cell RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg18,released,,,10/14/2010
RNA-seq,GM12878,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg18,released,GSM646522,,7/22/2010
RNA-seq,GM12878,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,,wgEncodeEH000141,7/22/2010
RNA-seq,GM12878,Localization=chromatin Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977042,wgEncodeEH002889,1/23/2013
RNA-seq,GM12878,Localization=cytosol Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM605627,wgEncodeEH000203,4/12/2012
RNA-seq,GM12878,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM758560,wgEncodeEH000147,11/18/2011
RNA-seq,GM12878,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,7/29/2010
RNA-seq,GM12878,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM672834,wgEncodeEH000269,7/29/2010
RNA-seq,GM12878,Localization=cytosol RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758560,wgEncodeEH000147,4/16/2013
RNA-seq,GM12878,Localization=cytosol RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM767852,wgEncodeEH000186,9/23/2011
RNA-seq,GM12878,Localization=cytosol RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM767852,wgEncodeEH000186,4/16/2013
RNA-seq,GM12878,Localization=cytosol RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg18,released,GSM605627,,6/23/2010
RNA-seq,GM12878,Localization=nucleolus Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977032,wgEncodeEH002942,3/19/2013
RNA-seq,GM12878,Localization=nucleolus RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM984605,wgEncodeEH003034,3/29/2013
RNA-seq,GM12878,Localization=nucleus Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM605633,wgEncodeEH000204,4/12/2012
RNA-seq,GM12878,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM765386,wgEncodeEH000170,11/18/2011
RNA-seq,GM12878,Localization=nucleus RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM765386,wgEncodeEH000170,4/16/2013
RNA-seq,GM12878,Localization=nucleus RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM767853,wgEncodeEH000187,3/8/2012
RNA-seq,GM12878,Localization=nucleus RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM767853,wgEncodeEH000187,4/16/2013
RNA-seq,GM12878,Localization=nucleus RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg18,released,GSM605633,,6/23/2010
RNA-seq,GM12878,ReadType=1x32,none,Caltech,Wold,hg18,released,GSM591674,,12/6/2009
RNA-seq,GM12878,ReadType=1x75D,none,Caltech,Wold,hg18,released,GSM591664,,10/4/2010
RNA-seq,GM12891,InsertLength=200 base pairs ReadType=2x75,none,Caltech,Wold,hg19,released,GSM958747,wgEncodeEH001423,10/21/2011
RNA-seq,GM12891,InsertLength=200 base pairs ReadType=2x75 Version=V2,none,Caltech,Wold,hg19,released,,wgEncodeEH001423,10/18/2011
RNA-seq,GM12891,InsertLength=200 base pairs ReadType=2x75 Version=V3,none,Caltech,Wold,hg19,released,GSM958747,wgEncodeEH001423,11/18/2011
RNA-seq,GM12891,InsertLength=200 base pairs ReadType=2x75 Version=V4,none,Caltech,Wold,hg19,released,GSM958747,wgEncodeEH001423,2/11/2012
RNA-seq,GM12892,InsertLength=200 base pairs ReadType=2x75,none,Caltech,Wold,hg19,released,GSM958748,wgEncodeEH001424,12/14/2011
RNA-seq,GM12892,InsertLength=200 base pairs ReadType=2x75 Version=V2,none,Caltech,Wold,hg19,released,GSM958748,wgEncodeEH001424,12/14/2011
RNA-seq,GM12892,InsertLength=200 base pairs ReadType=2x75 Version=V3,none,Caltech,Wold,hg19,released,GSM958748,wgEncodeEH001424,12/17/2011
RNA-seq,GM12892,InsertLength=200 base pairs ReadType=2x75 Version=V4,none,Caltech,Wold,hg19,released,GSM958748,wgEncodeEH001424,2/11/2012
RNA-seq,H1-hESC,InsertLength=200 base pairs ReadType=2x75,none,Caltech,Wold,hg18,released,GSM591652,,10/13/2010
RNA-seq,H1-hESC,InsertLength=200 base pairs ReadType=2x75,none,Caltech,Wold,hg19,released,GSM958733,wgEncodeEH000128,10/13/2010
RNA-seq,H1-hESC,InsertLength=200 base pairs ReadType=2x75 Version=V2,none,Caltech,Wold,hg19,released,GSM828372,wgEncodeEH000128,10/13/2010
RNA-seq,H1-hESC,InsertLength=200 base pairs ReadType=2x75 Version=V3,none,Caltech,Wold,hg19,released,GSM958733,wgEncodeEH000128,11/18/2011
RNA-seq,H1-hESC,InsertLength=200 base pairs ReadType=2x75 Version=V4,none,Caltech,Wold,hg19,released,GSM958733,wgEncodeEH000128,2/11/2012
RNA-seq,H1-hESC,InsertLength=400 base pairs ReadType=2x75,none,Caltech,Wold,hg18,released,GSM572172,,10/14/2010
RNA-seq,H1-hESC,InsertLength=400 base pairs ReadType=2x75,none,Caltech,Wold,hg19,released,GSM958743,wgEncodeEH000138,10/14/2010
RNA-seq,H1-hESC,InsertLength=400 base pairs ReadType=2x75 Version=V2,none,Caltech,Wold,hg19,released,,wgEncodeEH000138,10/14/2010
RNA-seq,H1-hESC,InsertLength=400 base pairs ReadType=2x75 Version=V3,none,Caltech,Wold,hg19,released,GSM958743,wgEncodeEH000138,11/18/2011
RNA-seq,H1-hESC,InsertLength=400 base pairs ReadType=2x75 Version=V4,none,Caltech,Wold,hg19,released,GSM958743,wgEncodeEH000138,2/11/2012
RNA-seq,H1-hESC,InsertLength=None ReadType=1x75D,none,Caltech,Wold,hg19,released,GSM828352,wgEncodeEH000132,10/14/2010
RNA-seq,H1-hESC,InsertLength=None ReadType=1x75D Version=V2,none,Caltech,Wold,hg19,released,,wgEncodeEH000132,10/14/2010
RNA-seq,H1-hESC,InsertLength=None ReadType=1x75D Version=V3,none,Caltech,Wold,hg19,released,GSM828352,wgEncodeEH000132,10/14/2010
RNA-seq,H1-hESC,InsertLength=None ReadType=1x75D Version=V4,none,Caltech,Wold,hg19,released,GSM958737,wgEncodeEH000132,2/11/2012
RNA-seq,H1-hESC,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,,wgEncodeEH001082,10/19/2011
RNA-seq,H1-hESC,Localization=cell RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM758566,wgEncodeEH000150,6/29/2011
RNA-seq,H1-hESC,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg18,released,,,7/29/2010
RNA-seq,H1-hESC,Localization=cell RnaExtract=Long PolyA+ RNA,none,GIS,Ruan,hg19,released,GSM672836,wgEncodeEH000270,7/29/2010
RNA-seq,H1-hESC,Localization=cell RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758566,wgEncodeEH000150,4/16/2013
RNA-seq,H1-hESC,Localization=cell RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM758573,wgEncodeEH000149,6/29/2011
RNA-seq,H1-hESC,Localization=cell RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758573,wgEncodeEH000149,4/16/2013
RNA-seq,H1-hESC,Localization=cytosol Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM897072,wgEncodeEH001083,3/28/2013
RNA-seq,H1-hESC,Localization=cytosol Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM897072,wgEncodeEH001083,4/12/2012
RNA-seq,H1-hESC,Localization=cytosol RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM758570,wgEncodeEH000151,6/29/2011
RNA-seq,H1-hESC,Localization=cytosol RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758570,wgEncodeEH000151,4/16/2013
RNA-seq,H1-hESC,Localization=cytosol RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM767842,wgEncodeEH000198,10/11/2011
RNA-seq,H1-hESC,Localization=cytosol RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM767842,wgEncodeEH000198,4/16/2013
RNA-seq,H1-hESC,Localization=nucleus Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM897071,wgEncodeEH001084,10/19/2011
RNA-seq,H1-hESC,Localization=nucleus Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM897071,wgEncodeEH001084,4/12/2012
RNA-seq,H1-hESC,Localization=nucleus RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM758574,wgEncodeEH000152,6/29/2011
RNA-seq,H1-hESC,Localization=nucleus RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758574,wgEncodeEH000152,4/16/2013
RNA-seq,H1-hESC,Localization=nucleus RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM767841,wgEncodeEH000199,4/13/2012
RNA-seq,H1-hESC,Localization=nucleus RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM767841,wgEncodeEH000199,4/16/2013
RNA-seq,H1-hESC,ReadType=1x75D,none,Caltech,Wold,hg18,released,GSM572173,,10/14/2010
RNA-seq,H1-neurons,Localization=cell Protocol=CIP-TAP RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977030,wgEncodeEH002944,3/19/2013
RNA-seq,H1-neurons,Localization=cell Protocol=None RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977031,wgEncodeEH002943,3/19/2013
RNA-seq,H1-neurons,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,,wgEncodeEH002945,3/19/2013
RNA-seq,HAoAF,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977035,wgEncodeEH002880,12/30/2012
RNA-seq,HAoAF,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM984614,wgEncodeEH002679,12/27/2012
RNA-seq,HAoEC,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977040,wgEncodeEH002885,11/29/2012
RNA-seq,HAoEC,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM984618,wgEncodeEH002680,11/25/2012
RNA-seq,HCH,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977037,wgEncodeEH002886,11/29/2012
RNA-seq,HCH,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM984611,wgEncodeEH002674,11/24/2012
RNA-seq,HCT-116,InsertLength=200 base pairs ReadType=2x75,none,Caltech,Wold,hg19,released,GSM958749,wgEncodeEH001425,11/11/2011
RNA-seq,HCT-116,InsertLength=200 base pairs ReadType=2x75 Version=V2,none,Caltech,Wold,hg19,released,,wgEncodeEH001425,11/11/2011
RNA-seq,HCT-116,InsertLength=200 base pairs ReadType=2x75 Version=V3,none,Caltech,Wold,hg19,released,GSM958749,wgEncodeEH001425,11/18/2011
RNA-seq,HCT-116,InsertLength=200 base pairs ReadType=2x75 Version=V4,none,Caltech,Wold,hg19,released,GSM958749,wgEncodeEH001425,2/11/2012
RNA-seq,HFDPC,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977038,wgEncodeEH002887,11/29/2012
RNA-seq,HFDPC,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM981258,wgEncodeEH002671,11/17/2012
RNA-seq,HMEC,Localization=cell RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM758571,wgEncodeEH000153,4/13/2012
RNA-seq,HMEC,Localization=cell RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758571,wgEncodeEH000153,5/14/2012
RNA-seq,HMEC,Localization=cell RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM765397,wgEncodeEH000176,7/22/2011
RNA-seq,HMEC,Localization=cell RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM765397,wgEncodeEH000176,4/16/2013
RNA-seq,HMEpC,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977050,wgEncodeEH002890,1/23/2013
RNA-seq,HMEpC,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM984621,wgEncodeEH002683,12/27/2012
RNA-seq,HOB,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977036,wgEncodeEH002881,3/26/2013
RNA-seq,HOB,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM984610,wgEncodeEH002675,4/16/2013
RNA-seq,HPC-PL,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,,wgEncodeEH002891,12/20/2012
RNA-seq,HPC-PL,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM981255,wgEncodeEH002667,11/25/2012
RNA-seq,HPIEpC,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977052,wgEncodeEH002892,3/28/2013
RNA-seq,HPIEpC,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM984604,wgEncodeEH002685,12/14/2012
RNA-seq,HSMM,InsertLength=200 base pairs ReadType=2x75,none,Caltech,Wold,hg19,released,GSM958744,wgEncodeEH001420,4/12/2011
RNA-seq,HSMM,InsertLength=200 base pairs ReadType=2x75 Version=V2,none,Caltech,Wold,hg19,released,,wgEncodeEH001420,10/21/2011
RNA-seq,HSMM,InsertLength=200 base pairs ReadType=2x75 Version=V3,none,Caltech,Wold,hg19,released,GSM958744,wgEncodeEH001420,11/18/2011
RNA-seq,HSMM,InsertLength=200 base pairs ReadType=2x75 Version=V4,none,Caltech,Wold,hg19,released,GSM958744,wgEncodeEH001420,2/11/2012
RNA-seq,HSMM,Localization=cell RnaExtract=Long PolyA+ RNA,none,CSHL,Gingeras,hg19,released,GSM758578,wgEncodeEH000154,11/18/2011
RNA-seq,HSMM,Localization=cell RnaExtract=Long PolyA+ RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM758578,wgEncodeEH000154,4/16/2013
RNA-seq,HSMM,Localization=cell RnaExtract=Long PolyA- RNA,none,CSHL,Gingeras,hg19,released,GSM765391,wgEncodeEH000177,7/22/2011
RNA-seq,HSMM,Localization=cell RnaExtract=Long PolyA- RNA Version=V2,none,CSHL,Gingeras,hg19,released,GSM765391,wgEncodeEH000177,4/16/2013
RNA-seq,HSaVEC,Localization=cell Protocol=Tobacco Acid Pyrophosphatase Only RnaExtract=Short Total RNA,none,CSHL,Gingeras,hg19,released,GSM977051,wgEncodeEH002893,12/20/2012
RNA-seq,HSaVEC,Localization=cell RnaExtract=Total RNA,none,CSHL,Gingeras,hg19,released,GSM984613,wgEncodeEH002676,11/26/2012
RNA-seq,HUVEC,InsertLength=200 base pairs ReadType=2x75,none,Caltech,Wold,hg18,released,GSM591663,,10/12/2010
RNA-seq,HUVEC,InsertLength=200 base pairs ReadType=2x75,none,Caltech,Wold,hg19,released,GSM958734,wgEncodeEH000129,10/12/2010
RNA-seq,HUVEC,InsertLength=200 base pairs ReadType=2x75 Version=V2,none,Caltech,Wold,hg19,released,GSM958734,wgEncodeEH000129,10/12/2010
RNA-seq,HUVEC,InsertLength=200 base pairs ReadType=2x75 Version=V3,none,Caltech,Wold,hg19,released,GSM958734,wgEncodeEH000129,11/18/2011
